EEID,Workday ID,Title,Contract Type,Employment Type,Gender,Status,Termination Type,Job Level,Department,Location,Hire Source,Hire Date,Termination Date,Date of Last Promotion,Prior Job Level,Date of Last Job Change,Parental Leave Start,Parental Leave End,Secondary Carer Parental Leave Start,Secondary Carer Parental Leave End
1496,W101495,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,IT,New York,Recruiter,2020-09-01,,,10,2020-09-01,,,,
1497,W101496,Senior Sales Associate,Contractor,Full Time,Female,Active,,6,Engineering,New York,Job Board,2010-02-15,,,,2010-02-15,,,,
1498,W101497,Software Engineer,Permanent,Part Time,Male,Active,,4,Finance,San Francisco,Job Board,2020-08-14,,,3,2020-08-14,,,,
1499,W101498,Data Analyst,Contractor,Part Time,Female,Active,,3,HR,New York,Referral,2016-01-11,,2022-09-07,2,2022-09-07,,,,
1500,W101499,SVP of Sales,Permanent,Full Time,Male,Active,,12,HR,Boston,Campus Recruiting,2017-09-06,,2020-01-23,11,2020-01-23,,,2021-09-08,2021-10-20
1501,W101500,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,Sales,Boston,Referral,2014-03-23,,2015-06-27,10,2015-06-27,,,,
1502,W101501,SVP of Engineering,Permanent,Full Time,Male,Active,,12,Engineering,San Francisco,Referral,2022-12-09,,,11,2022-12-09,,,,
1503,W101502,Senior Data Analyst,Contractor,Full Time,Male,Active,,5,Product,Chicago,Internal Transfer,2023-06-18,,,4,2023-06-18,,,,
1504,W101503,CIO,Permanent,Full Time,Female,Active,,13,IT,Austin,Job Board,2018-09-10,,,,2018-09-10,2020-11-27,2021-01-08,,
1505,W101504,SVP of Marketing,Permanent,Full Time,Female,Terminated,Voluntary,12,Engineering,Austin,Internal Transfer,2021-11-09,2019-06-03,2022-05-02,11,2022-05-02,,,,
1506,W101505,Senior Sales Associate,Permanent,Full Time,Male,Terminated,Voluntary,6,Marketing,San Francisco,Internal Transfer,2023-02-03,2019-12-04,,,2023-02-03,,,,
1507,W101506,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,Operations,Boston,Job Board,2023-12-06,,,,2024-11-03,,,,
1508,W101507,SVP of Sales,Permanent,Full Time,Male,Terminated,Involuntary,12,Operations,Chicago,Campus Recruiting,2010-05-17,2016-01-12,2023-04-16,11,2023-04-16,,,,
1509,W101508,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,Finance,Austin,Recruiter,2018-01-05,,2022-09-26,10,2022-09-26,,,,
1510,W101509,Junior Sales Associate,Contractor,Full Time,Male,Active,,2,Operations,Remote,Referral,2016-03-04,,,,2023-11-01,,,,
1511,W101510,Senior Data Analyst,Contractor,Part Time,Female,Active,,5,HR,Remote,Recruiter,2012-01-18,,2018-09-08,4,2018-09-08,,,,
1512,W101511,Senior Software Engineer,Permanent,Part Time,Female,Active,,6,HR,Austin,Internal Transfer,2023-11-15,,,,2023-11-15,,,,
1513,W101512,Marketing Manager,Permanent,Part Time,Male,Active,,7,Operations,New York,Referral,2012-01-09,,2018-08-11,6,2018-08-11,,,,
1514,W101513,Marketing Specialist,Contractor,Full Time,Female,Terminated,Voluntary,4,Operations,Boston,Job Board,2013-06-13,2024-09-11,2021-04-19,3,2021-04-19,,,,
1515,W101514,SVP of Sales,Permanent,Full Time,Female,Active,,12,Engineering,Austin,Referral,2020-01-17,,,,2020-01-17,,,,
1516,W101515,CIO,Permanent,Full Time,Female,Active,,13,IT,San Francisco,Referral,2019-03-19,,2020-12-14,12,2020-12-14,,,,
1517,W101516,SVP of Engineering,Permanent,Full Time,Female,Terminated,Voluntary,12,Product,Boston,Job Board,2020-08-22,2018-08-14,,,2020-08-22,,,,
1518,W101517,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Marketing,Remote,Campus Recruiting,2014-02-12,,,,2014-02-12,,,,
1519,W101518,Director of Marketing,Permanent,Full Time,Male,Active,,9,Product,Boston,Campus Recruiting,2014-11-27,,,,2014-11-27,,,,
1520,W101519,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,Product,Chicago,Job Board,2017-02-12,,2018-11-20,10,2018-11-20,2023-08-10,2023-09-21,2022-07-09,2022-08-20
1521,W101520,Senior Data Analyst,Contractor,Part Time,Male,Active,,5,HR,San Francisco,Referral,2014-05-19,,2018-01-17,4,2018-01-17,,,,
1522,W101521,UX Designer,Permanent,Full Time,Male,Terminated,Voluntary,5,Operations,Boston,Recruiter,2020-11-02,2016-03-05,,4,2020-11-02,,,,
1523,W101522,CMO,Permanent,Full Time,Male,Active,,13,IT,Remote,Internal Transfer,2013-05-13,,,,2013-05-13,,,,
1524,W101523,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,IT,Boston,Recruiter,2017-09-19,,2021-05-11,7,2021-05-11,,,,
1525,W101524,SVP of Marketing,Permanent,Full Time,Female,Active,,12,Marketing,Austin,Internal Transfer,2023-11-01,,,11,2023-11-01,,,,
1526,W101525,Senior Software Engineer,Permanent,Full Time,Male,Active,,6,Sales,Remote,Referral,2024-09-23,,,5,2024-09-23,,,,
1527,W101526,Sales Manager,Contractor,Full Time,Male,Terminated,Involuntary,7,Finance,Boston,Internal Transfer,2022-03-23,2017-10-18,,6,2024-06-06,,,,
1528,W101527,Senior Product Manager,Permanent,Full Time,Male,Terminated,Voluntary,9,Marketing,Chicago,Campus Recruiting,2016-02-05,2018-11-09,2019-12-25,8,2019-12-25,,,,
1529,W101528,Senior Software Engineer,Permanent,Full Time,Female,Active,,6,Finance,Chicago,Campus Recruiting,2017-04-13,,2017-12-15,5,2017-12-15,,,,
1530,W101529,Senior Marketing Specialist,Contractor,Full Time,Female,Active,,6,Sales,Boston,Campus Recruiting,2023-06-26,,,,2023-06-26,,,,
1531,W101530,Vice President of Sales,Permanent,Full Time,Female,Active,,11,Marketing,New York,Campus Recruiting,2018-06-19,,2023-01-23,10,2023-01-23,,,,
1532,W101531,Senior Sales Associate,Contractor,Full Time,Male,Active,,6,IT,San Francisco,Internal Transfer,2016-01-23,,2017-04-08,5,2017-04-08,,,,
1533,W101532,Senior Software Engineer,Permanent,Full Time,Male,Active,,6,Marketing,New York,Campus Recruiting,2024-11-25,,,5,2024-11-25,,,,
1534,W101533,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Sales,Boston,Campus Recruiting,2022-04-18,,,,2022-04-18,,,,
1535,W101534,Director of Marketing,Permanent,Full Time,Male,Active,,9,Marketing,San Francisco,Campus Recruiting,2023-12-02,,,,2023-10-24,,,,
1536,W101535,Marketing Specialist,Permanent,Part Time,Male,Active,,4,HR,Remote,Job Board,2019-11-16,,,,2023-08-08,2020-02-12,2020-03-25,,
1537,W101536,UX Designer,Permanent,Part Time,Female,Terminated,Involuntary,5,Finance,Remote,Job Board,2017-12-26,2021-08-23,,4,2017-12-26,,,,
1538,W101537,CMO,Permanent,Full Time,Female,Active,,13,IT,Chicago,Internal Transfer,2021-08-16,,,12,2021-08-16,,,,
1539,W101538,Senior UX Designer,Permanent,Part Time,Female,Active,,7,Operations,Remote,Internal Transfer,2020-11-28,,,,2020-11-28,,,,
1540,W101539,Director of Marketing,Permanent,Full Time,Female,Active,,9,Engineering,New York,Referral,2018-02-08,,,,2018-02-08,,,2020-02-01,2020-03-14
1541,W101540,UX Designer,Permanent,Part Time,Female,Active,,5,Marketing,New York,Referral,2011-05-15,,2020-05-04,4,2020-05-04,,,,
1542,W101541,Data Scientist,Contractor,Part Time,Male,Active,,6,HR,Boston,Internal Transfer,2010-02-28,,2015-06-15,5,2015-06-15,,,,
1543,W101542,Data Scientist,Contractor,Full Time,Male,Active,,6,HR,Boston,Job Board,2017-08-12,,2022-09-21,5,2022-09-21,,,,
1544,W101543,SVP of Marketing,Permanent,Full Time,Female,Active,,12,Finance,New York,Recruiter,2014-02-23,,2022-10-25,11,2022-10-25,,,,
1545,W101544,Director of Sales,Permanent,Full Time,Male,Terminated,Voluntary,9,IT,New York,Internal Transfer,2011-09-27,2015-02-19,2024-12-20,8,2024-12-20,,,,
1546,W101545,Marketing Manager,Permanent,Full Time,Male,Active,,7,Operations,Austin,Job Board,2014-05-20,,2018-02-09,6,2018-02-09,,,,
1547,W101546,Senior Marketing Specialist,Permanent,Part Time,Female,Active,,6,Operations,Austin,Job Board,2013-01-11,,2022-02-01,5,2022-02-01,,,,
1548,W101547,Senior Data Analyst,Contractor,Part Time,Male,Terminated,Voluntary,5,Operations,Boston,Job Board,2017-02-07,2017-05-24,,,2017-02-07,,,,
1549,W101548,Director of Engineering,Permanent,Full Time,Male,Active,,9,Operations,Chicago,Recruiter,2017-03-22,,,8,2017-03-22,,,,
1550,W101549,Senior Product Manager,Permanent,Full Time,Female,Active,,9,Operations,Austin,Referral,2022-08-18,,,,2022-08-18,,,,
1551,W101550,Vice President of Engineering,Permanent,Full Time,Female,Terminated,Voluntary,11,Finance,Chicago,Recruiter,2014-05-11,2015-06-25,2020-06-24,10,2020-06-24,,,,
1552,W101551,Software Engineer,Contractor,Full Time,Female,Active,,4,IT,Remote,Campus Recruiting,2011-08-03,,2018-03-01,3,2018-03-01,2023-03-11,2023-04-22,,
1553,W101552,Software Engineer,Contractor,Full Time,Male,Active,,4,IT,Boston,Recruiter,2018-10-03,,2021-10-16,3,2021-10-16,,,,
1554,W101553,UX Designer,Contractor,Full Time,Female,Active,,5,Sales,Remote,Recruiter,2010-11-24,,2023-03-07,4,2023-03-07,,,,
1555,W101554,COO,Permanent,Full Time,Female,Active,,13,HR,San Francisco,Internal Transfer,2022-06-10,,,12,2023-08-31,,,,
1556,W101555,Director of Sales,Permanent,Full Time,Male,Active,,9,Finance,Austin,Internal Transfer,2020-08-05,,2021-11-19,8,2021-11-19,,,,
1557,W101556,Product Manager,Permanent,Full Time,Female,Active,,7,Finance,Boston,Referral,2013-08-12,,2023-01-22,6,2023-01-22,,,,
1558,W101557,Senior UX Designer,Permanent,Full Time,Female,Active,,7,IT,Austin,Referral,2015-07-20,,2019-04-27,6,2019-04-27,,,,
1559,W101558,CMO,Permanent,Full Time,Female,Terminated,Voluntary,13,Engineering,Remote,Job Board,2013-05-09,2024-06-15,2022-09-14,12,2022-09-14,,,,
1560,W101559,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Product,San Francisco,Campus Recruiting,2011-01-19,,,,2011-01-19,,,2024-01-23,2024-03-05
1561,W101560,SVP of Marketing,Permanent,Full Time,Male,Active,,12,HR,Boston,Referral,2014-05-27,,2019-09-23,11,2019-09-23,,,,
1562,W101561,Data Analyst,Contractor,Full Time,Male,Active,,3,Finance,Austin,Campus Recruiting,2013-05-24,,2017-12-28,2,2017-12-28,,,,
1563,W101562,UX Designer,Permanent,Part Time,Male,Active,,5,HR,New York,Job Board,2018-03-02,,2018-11-11,4,2018-11-11,,,,
1564,W101563,Product Manager,Permanent,Full Time,Female,Terminated,Voluntary,7,IT,New York,Campus Recruiting,2015-05-08,2023-04-03,,,2015-05-08,,,,
1565,W101564,Senior Data Analyst,Permanent,Full Time,Male,Active,,5,Marketing,Remote,Job Board,2015-09-07,,2017-08-11,4,2017-08-11,,,,
1566,W101565,CMO,Permanent,Full Time,Male,Active,,13,IT,New York,Job Board,2013-07-13,,2020-06-13,12,2020-06-13,,,,
1567,W101566,Product Manager,Permanent,Full Time,Female,Active,,7,Sales,Remote,Referral,2014-08-28,,2015-10-04,6,2015-10-04,,,,
1568,W101567,Senior Marketing Specialist,Contractor,Full Time,Male,Active,,6,IT,Boston,Campus Recruiting,2014-03-26,,,,2014-03-26,2024-02-24,2024-04-06,,
1569,W101568,Vice President of Sales,Permanent,Full Time,Male,Active,,11,Sales,Boston,Campus Recruiting,2010-12-26,,2021-11-24,10,2021-11-24,,,,
1570,W101569,Product Manager,Contractor,Full Time,Female,Active,,7,Operations,Chicago,Campus Recruiting,2014-06-16,,,,2023-11-26,,,,
1571,W101570,Senior UX Designer,Contractor,Part Time,Female,Active,,7,Finance,New York,Internal Transfer,2022-05-22,,,6,2022-05-22,,,,
1572,W101571,CFO,Permanent,Full Time,Female,Active,,13,Marketing,New York,Job Board,2016-01-12,,2019-09-05,12,2019-09-05,,,,
1573,W101572,Senior UX Designer,Contractor,Part Time,Female,Terminated,Involuntary,7,Product,Chicago,Recruiter,2010-03-25,2021-09-07,2019-10-15,6,2019-10-15,,,,
1574,W101573,COO,Permanent,Full Time,Male,Active,,13,Marketing,Boston,Referral,2016-04-04,,2023-12-08,12,2023-12-08,,,,
1575,W101574,Marketing Manager,Permanent,Part Time,Male,Active,,7,Marketing,San Francisco,Internal Transfer,2014-06-05,,,,2024-10-23,,,,
1576,W101575,Senior Sales Associate,Permanent,Full Time,Female,Active,,6,Product,Chicago,Campus Recruiting,2017-05-21,,,,2017-05-21,,,,
1577,W101576,Vice President of Marketing,Permanent,Full Time,Male,Terminated,Voluntary,11,Operations,New York,Internal Transfer,2021-11-21,2023-09-02,2023-04-03,10,2023-04-03,,,,
1578,W101577,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Sales,Boston,Job Board,2014-07-01,,2023-09-24,10,2023-09-24,,,,
1579,W101578,Junior Sales Associate,Contractor,Full Time,Male,Active,,2,Product,San Francisco,Job Board,2025-01-22,,,1,2025-01-22,,,,
1580,W101579,Marketing Specialist,Contractor,Part Time,Male,Active,,4,HR,Austin,Internal Transfer,2017-10-08,,,,2023-09-10,,,2022-12-21,2023-02-01
1581,W101580,CIO,Permanent,Full Time,Male,Active,,13,Product,Chicago,Campus Recruiting,2022-11-10,,,12,2022-11-10,,,,
1582,W101581,COO,Permanent,Full Time,Male,Active,,13,Sales,Boston,Job Board,2017-04-22,,2023-03-27,12,2023-03-27,,,,
1583,W101582,Senior Software Engineer,Permanent,Part Time,Male,Active,,6,Operations,San Francisco,Internal Transfer,2017-09-11,,,5,2024-06-24,,,,
1584,W101583,Junior Software Engineer,Contractor,Part Time,Female,Active,,2,Sales,San Francisco,Recruiter,2016-02-02,,,,2016-02-02,2024-05-06,2024-06-17,,
1585,W101584,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,HR,Boston,Campus Recruiting,2011-01-21,,2022-07-02,10,2022-07-02,,,,
1586,W101585,Junior Software Engineer,Permanent,Full Time,Female,Active,,2,IT,Boston,Campus Recruiting,2022-01-19,,2022-09-17,1,2022-09-17,,,,
1587,W101586,COO,Permanent,Full Time,Male,Active,,13,Product,Chicago,Referral,2022-06-08,,,12,2023-12-14,,,,
1588,W101587,Junior Sales Associate,Contractor,Part Time,Female,Active,,2,Engineering,San Francisco,Internal Transfer,2023-02-04,,,1,2023-02-04,,,,
1589,W101588,COO,Permanent,Full Time,Female,Active,,13,Product,Boston,Campus Recruiting,2016-02-17,,2023-09-12,12,2023-09-12,,,,
1590,W101589,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,HR,New York,Internal Transfer,2017-03-19,,,,2017-03-19,,,,
1591,W101590,Junior Software Engineer,Contractor,Full Time,Male,Active,,2,Product,Chicago,Internal Transfer,2011-09-25,,2018-08-20,1,2018-08-20,,,,
1592,W101591,Marketing Manager,Contractor,Full Time,Female,Active,,7,Marketing,New York,Referral,2019-08-18,,2021-01-15,6,2021-01-15,,,,
1593,W101592,Data Analyst,Permanent,Full Time,Female,Active,,3,Sales,San Francisco,Job Board,2023-01-15,,,2,2023-01-15,,,,
1594,W101593,Senior Software Engineer,Contractor,Part Time,Female,Active,,6,Operations,Remote,Recruiter,2023-05-13,,,5,2023-05-13,,,,
1595,W101594,COO,Permanent,Full Time,Male,Active,,13,Product,Chicago,Job Board,2014-06-15,,2016-01-15,12,2016-01-15,,,,
1596,W101595,Director of Marketing,Permanent,Full Time,Male,Active,,9,Marketing,Boston,Recruiter,2017-12-08,,,,2023-09-30,,,,
1597,W101596,Senior Software Engineer,Contractor,Part Time,Male,Active,,6,IT,Remote,Job Board,2019-07-03,,2022-08-17,5,2022-08-17,,,,
1598,W101597,UX Designer,Permanent,Full Time,Male,Active,,5,Operations,San Francisco,Referral,2016-06-18,,,,2016-06-18,,,,
1599,W101598,Junior Sales Associate,Permanent,Full Time,Male,Active,,2,IT,Chicago,Recruiter,2014-10-05,,2015-08-27,1,2015-08-27,,,,
1600,W101599,Junior Software Engineer,Contractor,Part Time,Male,Active,,2,Sales,Austin,Recruiter,2011-01-13,,,,2023-05-13,2022-09-24,2022-11-05,2022-03-03,2022-04-14
1601,W101600,Junior Sales Associate,Contractor,Part Time,Female,Active,,2,Engineering,Austin,Campus Recruiting,2018-10-04,,,1,2023-05-30,,,,
1602,W101601,COO,Permanent,Full Time,Female,Active,,13,Marketing,Boston,Recruiter,2022-12-10,,,,2022-12-10,,,,
1603,W101602,Senior Marketing Specialist,Contractor,Part Time,Female,Active,,6,Product,New York,Job Board,2019-06-18,,2019-11-16,5,2019-11-16,,,,
1604,W101603,Director of Sales,Permanent,Full Time,Female,Active,,9,Operations,Austin,Recruiter,2018-11-28,,2020-02-21,8,2020-02-21,,,,
1605,W101604,Director of Engineering,Permanent,Full Time,Female,Active,,9,Marketing,New York,Campus Recruiting,2011-11-07,,,,2011-11-07,,,,
1606,W101605,SVP of Sales,Permanent,Full Time,Female,Active,,12,Sales,Austin,Referral,2016-07-03,,,,2016-07-03,,,,
1607,W101606,Senior Software Engineer,Contractor,Part Time,Female,Active,,6,Sales,Remote,Internal Transfer,2024-09-02,,,,2024-09-02,,,,
1608,W101607,SVP of Marketing,Permanent,Full Time,Female,Active,,12,Operations,San Francisco,Campus Recruiting,2019-07-23,,2020-11-22,11,2020-11-22,,,,
1609,W101608,Sales Manager,Contractor,Part Time,Male,Active,,7,Engineering,New York,Referral,2013-11-24,,,,2024-04-15,,,,
1610,W101609,Software Engineer,Contractor,Part Time,Male,Active,,4,Sales,Chicago,Referral,2010-10-23,,2015-03-05,3,2015-03-05,,,,
1611,W101610,CMO,Permanent,Full Time,Female,Active,,13,Product,Remote,Recruiter,2023-07-23,,,,2023-07-23,,,,
1612,W101611,Vice President of Sales,Permanent,Full Time,Male,Active,,11,Finance,San Francisco,Internal Transfer,2018-06-23,,,10,2018-06-23,,,,
1613,W101612,Engineering Manager,Contractor,Part Time,Female,Active,,7,HR,New York,Referral,2024-04-08,,,6,2024-07-23,,,,
1614,W101613,SVP of Sales,Permanent,Full Time,Female,Active,,12,Product,Chicago,Campus Recruiting,2014-07-24,,2021-12-04,11,2021-12-04,,,,
1615,W101614,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,Product,San Francisco,Recruiter,2023-11-03,,,7,2023-11-03,,,,
1616,W101615,Vice President of Sales,Permanent,Full Time,Female,Active,,11,Engineering,Chicago,Recruiter,2022-03-19,,,10,2022-03-19,2024-03-22,2024-05-03,,
1617,W101616,CTO,Permanent,Full Time,Male,Active,,13,IT,Chicago,Internal Transfer,2010-12-14,,2020-05-01,12,2020-05-01,,,,
1618,W101617,Marketing Specialist,Contractor,Full Time,Male,Active,,4,Finance,New York,Internal Transfer,2012-07-21,,,,2012-07-21,,,,
1619,W101618,CIO,Permanent,Full Time,Female,Active,,13,HR,Remote,Referral,2011-12-17,,2020-07-06,12,2020-07-06,,,,
1620,W101619,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Finance,New York,Job Board,2015-08-18,,2016-03-21,10,2016-03-21,,,2023-07-02,2023-08-13
1621,W101620,Senior Data Analyst,Contractor,Full Time,Male,Active,,5,Operations,Chicago,Campus Recruiting,2014-10-04,,2017-08-25,4,2017-08-25,,,,
1622,W101621,Junior Sales Associate,Permanent,Part Time,Male,Active,,2,Finance,Boston,Internal Transfer,2010-12-01,,,,2024-07-01,,,,
1623,W101622,Senior UX Designer,Permanent,Full Time,Female,Active,,7,Sales,Chicago,Recruiter,2015-02-22,,2015-02-23,6,2015-02-23,,,,
1624,W101623,CIO,Permanent,Full Time,Female,Active,,13,HR,New York,Referral,2018-07-18,,,,2018-07-18,,,,
1625,W101624,Senior UX Designer,Permanent,Full Time,Female,Active,,7,Product,Austin,Internal Transfer,2024-12-20,,,6,2024-12-20,,,,
1626,W101625,Sales Associate,Contractor,Full Time,Female,Active,,4,Sales,Boston,Job Board,2014-05-17,,2019-06-21,3,2019-06-21,,,,
1627,W101626,Senior Product Manager,Permanent,Full Time,Female,Active,,9,Engineering,New York,Campus Recruiting,2021-01-05,,2021-06-06,8,2021-06-06,,,,
1628,W101627,Marketing Manager,Permanent,Full Time,Female,Active,,7,HR,Chicago,Recruiter,2016-05-20,,2019-04-10,6,2019-04-10,,,,
1629,W101628,CEO,Permanent,Full Time,Female,Active,,14,Engineering,Remote,Campus Recruiting,2019-05-02,,,13,2024-03-31,,,,
1630,W101629,Senior Software Engineer,Permanent,Full Time,Male,Active,,6,IT,New York,Campus Recruiting,2012-05-08,,2016-09-28,5,2016-09-28,,,,
1631,W101630,SVP of Engineering,Permanent,Full Time,Female,Active,,12,HR,Remote,Job Board,2018-01-24,,2022-11-22,11,2022-11-22,,,,
1632,W101631,Software Engineer,Permanent,Part Time,Female,Active,,4,Engineering,San Francisco,Referral,2010-01-17,,,,2010-01-17,2020-05-11,2020-06-22,,
1633,W101632,UX Designer,Permanent,Full Time,Male,Active,,5,HR,Chicago,Job Board,2012-06-15,,,,2023-09-28,,,,
1634,W101633,Vice President of Sales,Permanent,Full Time,Female,Active,,11,Marketing,Chicago,Recruiter,2018-05-28,,2020-07-01,10,2020-07-01,,,,
1635,W101634,Product Manager,Contractor,Full Time,Male,Terminated,Voluntary,7,Product,Boston,Campus Recruiting,2018-02-16,2015-05-13,,,2018-02-16,,,,
1636,W101635,UX Designer,Permanent,Full Time,Male,Active,,5,Sales,Boston,Job Board,2011-12-16,,2020-06-05,4,2020-06-05,,,,
1637,W101636,Vice President of Sales,Permanent,Full Time,Female,Active,,11,Engineering,San Francisco,Campus Recruiting,2011-06-02,,,,2011-06-02,,,,
1638,W101637,CFO,Permanent,Full Time,Male,Active,,13,HR,Austin,Job Board,2017-01-01,,2020-12-19,12,2020-12-19,,,,
1639,W101638,CTO,Permanent,Full Time,Female,Terminated,Voluntary,13,Marketing,Austin,Recruiter,2012-05-20,2016-12-18,,,2012-05-20,,,,
1640,W101639,Junior Sales Associate,Permanent,Part Time,Male,Terminated,Involuntary,2,Sales,San Francisco,Internal Transfer,2023-05-28,2022-09-26,,,2023-05-28,,,2022-02-19,2022-04-02
